Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
893590,"Diamond Dogs, Turquoise Days",Alastair Reynolds,"Reynolds, Alastair",,"=""0575075163""","=""9780575075160""",0,4.00,Gollancz,Paperback,231,2003,2001,,2025/05/02,"currently-reading, science-fiction, fiction","currently-reading (#1), science-fiction (#297), fiction (#320)",currently-reading,,,,1,0
8444621,Through the Language Glass: Why the World Looks Different in Other Languages,Guy Deutscher,"Deutscher, Guy",,"=""080508195X""","=""9780805081954""",3,3.91,Metropolitan Books,Hardcover,304,2010,2010,2025/08/05,2025/02/19,,,read,,,,1,0
56769571,Damascus Station,David McCloskey,"McCloskey, David",,"=""0393881040""","=""9780393881042""",2,4.17,W. W. Norton & Company,Hardcover,432,2021,2021,2025/07/29,2025/03/09,,,read,"interesting modern espionage thriller, it was great reading some of the intricate details and the cat and mouse games being played out in volatile zones. <br/><br/>Sadly the good parts were overruled by the cringe bs romance, and all the ongoing story threads simply being rendered useless towards the end: the caricature like villains have a sudden change of behaviour, of heart, of motivations, just to help fit the rushed ending and wasted space in the middle. <br/><br/>Good potential, but let down massively.",,,1,0
1455439,"Nightside the Long Sun (The Book of the Long Sun, #1)",Gene Wolfe,"Wolfe, Gene",,"=""0812516257""","=""9780812516258""",1,4.08,Tor Books,Mass Market Paperback,333,1993,1993,2025/07/24,2013/07/06,"fiction, pretentious, science-fiction","fiction (#319), pretentious (#5), science-fiction (#296)",read,The cranial fissure that appeared over the course of reading this pretentious dross was a mystery to me until I realized I had been bored out of my mind.,,,1,0
29397486,Conclave,Robert   Harris,"Harris, Robert",,"=""""","=""""",0,4.11,Cornerstone Digital,ebook,288,2016,2016,,2025/07/22,to-read,to-read (#281),to-read,,,,0,0
57432852,裏世界ピクニック６　Ｔは寺生まれのＴ,Iori Miyazawa,"Miyazawa, Iori",,"=""""","=""""",3,4.39,ハヤカワ文庫JA,Kindle Edition,263,2021,2021,,2025/07/14,"fiction, paranormal, horror, science-fiction","fiction (#318), paranormal (#16), horror (#8), science-fiction (#295)",read,,,,2,0
209544480,Classroom of the Elite: Year 2 (Light Novel) Vol. 9,Syougo Kinugasa,"Kinugasa, Syougo",Tomoseshunsaku,"=""""","=""9798888438718""",1,3.93,Airship,Paperback,480,2024,2023,2024/12/21,2024/12/20,light-novel,light-novel (#16),read,"Weak entry in the series. Almost no time spent on the actual exam and its strategies, most of it wasted on interpersonal drama. This feels like a filler.",,,1,0
57285078,ようこそ実力至上主義の教室へ 2年生編4 [Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Year 4],Syougo Kinugasa,"Kinugasa, Syougo","衣笠彰梧, Tomoseshunsaku, トモセシュンサク","=""4046801662""","=""9784046801661""",0,4.28,MF文庫J,Paperback,332,2021,2021,2023/06/18,2022/07/31,,,read,,,,1,0
44529367,"ようこそ実力至上主義の教室へ 7.5 [Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (Novel) 7.5] (Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e Light Novels, #7.5)",Syougo Kinugasa,"Kinugasa, Syougo",,"=""""","=""""",0,4.28,MF文庫J,Kindle Edition,270,2018,2018,2021/06/09,2021/06/04,,,read,,,,1,0
46040251,ようこそ実力至上主義の教室へ 9 [Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 9],Syougo Kinugasa,"Kinugasa, Syougo","衣笠彰梧, Tomoseshunsaku, トモセシュンサク","=""404065157X""","=""9784040651576""",0,4.22,MF文庫J,Paperback,264,2018,2018,2021/06/20,2021/06/20,,,read,,,,1,0
46040204,ようこそ実力至上主義の教室へ 8 [Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 8],Syougo Kinugasa,"Kinugasa, Syougo","衣笠彰梧, Tomoseshunsaku, トモセシュンサク","=""4040698614""","=""9784040698618""",0,3.98,MF文庫J,Paperback,328,2018,2018,2021/06/20,2021/06/20,,,read,,,,1,0
58776463,Otherside Picnic Volume 5: Hasshaku-sama Revival,Iori Miyazawa,"Miyazawa, Iori","shirakaba, Sean McCann, 宮澤 伊織","=""1718360061""","=""9781718360068""",3,4.44,J-Novel Club,Kindle Edition,200,2021,2020,2025/07/14,2025/07/12,"science-fiction, fantasy, horror","science-fiction (#294), fantasy (#320), horror (#7)",read,"Pretty good entry in the series, probably one of the better ones. It revisits places/concepts from previous books, and doesn't necessarily always <i>conclude</i> them, but does open up to a little more mystery for the future. The pace is a bit of slice of life, but not too slow that it's boring. It comes with the usual chaos and mess of visiting the otherside. ",,,1,0
60685342,"Monstress, Volume 7: Devourer",Marjorie M. Liu,"Liu, Marjorie M.",Sana Takeda,"=""1534323198""","=""9781534323193""",0,4.37,Image Comics,Paperback,178,2022,2022,2025/07/14,2025/07/14,,,read,,,,1,0
57285038,"Monstress, Volume 6: The Vow",Marjorie M. Liu,"Liu, Marjorie M.",Sana Takeda,"=""1534319158""","=""9781534319158""",0,4.41,Image Comics,Paperback,176,2021,2021,2025/07/14,2025/07/14,,,read,,,,1,0
52637764,"Monstress, Volume 5: Warchild",Marjorie M. Liu,"Liu, Marjorie M.",Sana Takeda,"=""1534316612""","=""9781534316614""",0,4.34,Image Comics,Paperback,176,2020,2020,2025/07/14,2025/07/14,,,read,,,,1,0
45899240,"Monstress, Volume 4: The Chosen",Marjorie M. Liu,"Liu, Marjorie M.",Sana Takeda,"=""1534313362""","=""9781534313361""",0,4.24,Image Comics,Paperback,176,2019,2019,2025/07/14,2025/07/14,,,read,,,,1,0
37491890,"Monstress, Volume 3: Haven",Marjorie M. Liu,"Liu, Marjorie M.",Sana Takeda,"=""1534306919""","=""9781534306912""",0,4.26,Image Comics,Paperback,152,2018,2018,2025/07/14,2025/07/14,,,read,,,,1,0
33540347,"Monstress, Volume 2: The Blood",Marjorie M. Liu,"Liu, Marjorie M.",Sana Takeda,"=""1534300414""","=""9781534300415""",0,4.29,Image Comics,Paperback,152,2017,2017,2025/07/14,2025/07/14,,,read,,,,1,0
55883882,"Monstress, Volume 1: Awakening",Marjorie M. Liu,"Liu, Marjorie M.",Sana Takeda,"=""1632157098""","=""9781632157096""",3,3.96,Image Comics,Paperback,192,2019,2016,2025/07/14,2024/12/06,,,read,,,,1,0
195853478,The Silence Factory,Bridget Collins,"Collins, Bridget",,"=""0063220016""","=""9780063220010""",2,3.45,William Morrow,Hardcover,384,2024,2024,2025/07/11,2025/06/13,,,read,,,,1,0
94671893,Dice T3,Hyunseok Yun,"Yun, Hyunseok",,"=""2902487266""","=""9782902487264""",0,4.23,NAZCA,Paperback,150,2021,,,2020/11/05,,,read,,,,2,0
94671882,Dice T2,Hyunseok Yun,"Yun, Hyunseok",,"=""2902487169""","=""9782902487165""",3,4.15,NAZCA,Paperback,150,2021,,2020/06/17,2025/07/08,,,read,,,,2,0
98110011,후레자식 4 [Bastard 4],Carnby Kim,"Kim, Carnby","김칸비, Youngchan Hwang, 황영찬","=""""","=""9791160270143""",0,4.38,소담출판사,Paperback,0,2017,2017,2020/11/11,2020/11/11,,,read,,,,1,0
98340505,후레자식 5 [Bastard 5],Carnby Kim,"Kim, Carnby","김칸비, Youngchan Hwang, 황영찬","=""""","=""9791160270150""",0,4.43,소담출판사,Paperback,0,2017,2017,2020/11/12,2020/11/11,,,read,,,,1,0
98340238,후레자식 2 [Bastard 2],Carnby Kim,"Kim, Carnby","김칸비, Youngchan Hwang, 황영찬","=""""","=""9791160270129""",0,4.36,소담출판사,Paperback,0,2017,2017,2020/11/11,2020/11/11,,,read,,,,1,0
98371350,후레자식 3 [Bastard 3],Carnby Kim,"Kim, Carnby","김칸비, Youngchan Hwang, 황영찬","=""""","=""9791160270136""",0,4.37,소담출판사,Paperback,0,2017,2017,2020/11/11,2020/11/11,,,read,,,,1,0
98143460,후레자식 1 [Bastard 1],Carnby Kim,"Kim, Carnby","김칸비, Youngchan Hwang, 황영찬","=""""","=""9791160270112""",3,4.43,소담출판사,Paperback,440,2017,2017,2020/11/11,2025/07/08,,,read,,,,2,0
32510568,Dunstan,Conn Iggulden,"Iggulden, Conn",,"=""0718181441""","=""9780718181444""",0,4.05,Michael Joseph,Hardcover,464,2017,2017,,2025/07/07,to-read,to-read (#280),to-read,,,,0,0
56430626,Otherside Picnic: Volume 4,Iori Miyazawa,"Miyazawa, Iori","宮澤 伊織, shirakaba, Sean McCann","=""""","=""""",3,4.58,,Kindle Edition,,2020,2019,2025/07/06,2025/07/05,,,read,,,,1,0
41943878,The Conviction of Cora Burns,Carolyn Kirby,"Kirby, Carolyn",,"=""0857302949""","=""9780857302946""",3,3.78,No Exit Press,Paperback,320,2019,2019,2025/06/29,2025/06/26,,,read,,,,1,0
33393726,"The Forsaken Throne (Kingfountain, #6)",Jeff Wheeler,"Wheeler, Jeff",,"=""1477830448""","=""9781477830444""",2,4.46,47North,Kindle Edition,332,2017,2017,2025/06/25,2025/06/24,,,read,"Deus exponential machina, is how I'd describe it. <br/><br/>The Fountain is already a Deus Ex - it is a convenient thing that happens to give the right info at the right time. That would be bad except it is woven into the story well enough to not be overwhelming. Adding any more would be too much though, and that's what happens. Sinia returns just in time with all the right knowledge and cures and everything is wrapped up nicely in a neat bow. Some characters are killed off to make room for a happy ending, but it results in poor storytelling and unexplored threads of story and world building. <br/><br/>Overall it made for a weak ending to an a already weak series. I was familiar with muirwood but wasn't interested in the major parts of the story that takes place there. Too much was sacrificed for it.",,,1,0
33401177,"The Silent Shield (Kingfountain, #5)",Jeff Wheeler,"Wheeler, Jeff",,"=""1477828303""","=""9781477828304""",2,4.48,47North,Kindle Edition,320,2017,2017,2025/06/23,2025/06/22,,,read,"As I feared, the main character is a Mary Sue. She's the star of the show, she's the pining princess, she's the warrior, she's the magician, she is the politician, she can do it all. <br/><br/>There are too many inconsistencies in behaviours and actions going on. Some people behave suspiciously and suddenly don't. Then do again. There are so many threads that some of it just seems forgotten or an afterthought. <br/><br/>The ending felt rushed and inappropriate in the face of the amount of deaths and destruction that was described. It was so strange the about turn that happens in just a few pages. Oh our enemy is our friend now, cool let's go get some drinks, yeah ignore the dead bodies of your closest friends and family, said he was sorry didn't he?",,,1,0
32057598,"The Hollow Crown (Kingfountain, #4)",Jeff Wheeler,"Wheeler, Jeff",,"=""1503998967""","=""9781503998964""",3,4.38,47North,Kindle Edition,304,2017,2017,2025/06/20,2025/06/17,,,read,"I'm picking up this one years after reading the previous and forgetting events from the past books didn't get in the way. There's a new cast of characters, with some references to the old ones, and the same familiar settings of mixed mythologies and places. <br/><br/>The new protagonist seems to have a lot going on, quite a few interesting plot points, and is in danger of becoming a Mary Sue.",,,1,0
233800039,"The Devils (The Devils, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""125088005X""","=""9781250880055""",0,4.29,Tor Books,Hardcover,560,2025,2025,,2025/06/22,to-read,to-read (#279),to-read,,,,0,0
22468475,"Trinity (Wars of the Roses, #2)",Conn Iggulden,"Iggulden, Conn",,"=""0718159853""","=""9780718159856""",0,4.15,Michael Joseph,Hardcover,462,2014,2014,,2025/06/15,to-read,to-read (#278),to-read,,,,0,0
17830079,"Stormbird (Wars of the Roses, #1)",Conn Iggulden,"Iggulden, Conn",,"=""0718159837""","=""9780718159832""",3,3.92,Michael Joseph,Hardcover,482,2013,2013,2025/06/15,2018/03/06,"historical-fiction, history, fiction","historical-fiction (#64), history (#4), fiction (#317)",read,,,,1,0
213916821,Señorita Cometa Vol 1 Español Latino,Unknown Author,"Author, Unknown",,"=""""","=""""",2,2.67,,Unknown Binding,0,,,2025/06/15,2025/06/07,,,read,Decent story but has pacing issues and kind of drags.,,,1,0
243601,"Imperium (Cicero, #1)",Robert   Harris,"Harris, Robert",,"=""074326603X""","=""9780743266031""",0,4.14,Simon & Schuster,Hardcover,305,2006,2006,,2025/06/13,to-read,to-read (#277),to-read,,,,0,0
16103052,"Corktown (Abby Kane FBI Thriller, #1)",Ty Hutchinson,"Hutchinson, Ty",,"=""""","=""""",1,4.06,Gangkruptcy Press,Kindle Edition,360,2012,2012,2025/06/06,2025/06/05,rubbish,rubbish (#24),read,"If shame were a currency, I'd have used it to purchase this book, since it's clear the author is desperately in need of some.",,,1,0
198276006,I Cheerfully Refuse,Leif Enger,"Enger, Leif",,"=""0802162932""","=""9780802162939""",2,4.00,Grove Press,Hardcover,336,2024,2024,2025/06/05,2024/06/07,"fantasy, fiction, science-fiction","fantasy (#319), fiction (#316), science-fiction (#293)",read,"A mixture of a dystopian scene with a somewhat spiritual journey, which results in many events happening but not much explained. I'm not a fan of these types of vibes based stories, if I can even call it that. The pace is slow which isn't too bad, it's just not leading to anything.",,,1,0
22328,Neuromancer (Sprawl #1),William Gibson,"Gibson, William",,"=""""","=""""",2,3.89,Ace Books,Mass Market Paperback,271,1984,1984,2012/02/27,2012/02/15,science-fiction,science-fiction (#51),read,"After reading the book, I decided to look at the reviews. I have learned the following:<br/><br/>1. A lot of people had to read it several times to ""get"" it.  If I knew this were the case, I wouldn't have started in the first place. <br/><br/>2. It's a lot about context - you had to know that this book is considered a classic and you had to know that it's the book that started the whole cyberpunk genre. But since I didn't know any if that, I treated it as any other book. Since I've read a lot of scifi before this, and keeping in mind that other authors got their ideas from this book, Neuromancer felt stale and unoriginal. There was nothing special about it, save for the excessive cliches in every paragraph.<br/><br/>3. You have to buy into the hype - else all you have is a normal book with flat, dimensionless characters, a poorly flowing storyline set in a world of computers that authors are so eager to visualize and build upon with little to no understanding of it. It's like akira (anime) or 2001 (movie). They are now famous for being famous. Some will love it, some won't get it because it has no relevance to them. That's how I started Neuromancer as well, only finding out later that you're supposed to love it or clearly yours is not an opinion worth having. <br/><br/>I'm sure I would have liked it if it were one of my earliest books. Alas, it comes in after years of the same kind of thing. <br/><br/>To use an analogy, it would be like watching the first live action Batman series after having seen the Dark Knight movies.",,,1,0
225570057,"賭ケグルイ 19 (Kakegurui: Compulsive Gambler, #19)",Homura Kawamoto,"Kawamoto, Homura",Toru Naomura,"=""4757597606""","=""9784757597600""",0,4.00,スクウェア・エニックス,Paperback,,2025,2025,2025/06/03,2025/06/03,,,read,,,,1,0
214360978,"賭ケグルイ 18 (Kakegurui: Compulsive Gambler, #18)",Homura Kawamoto,"Kawamoto, Homura",Toru Naomura,"=""4757593082""","=""9784757593084""",0,3.91,スクウェア・エニックス,Paperback,221,2024,2024,2025/06/03,2025/06/03,,,read,,,,1,0
62832466,"賭ケグルイ 17 (Kakegurui: Compulsive Gambler, #17)",Homura Kawamoto,"Kawamoto, Homura",Toru Naomura,"=""4757586744""","=""9784757586741""",0,4.34,スクウェア・エニックス,Paperback,226,2023,2023,2025/06/03,2025/06/03,,,read,,,,1,0
59523043,"賭ケグルイ 16 (Kakegurui: Compulsive Gambler, #16)",Homura Kawamoto,"Kawamoto, Homura",,"=""4757581475""","=""9784757581470""",0,4.30,スクウェア・エニックス,Paperback,258,2022,2022,2025/06/03,2025/06/03,,,read,,,,1,0
57693457,Mickey7 (Mickey7 #1),Edward Ashton,"Ashton, Edward",,"=""1250275032""","=""9781250275035""",0,3.79,St. Martin's Press,Hardcover,296,2022,2022,,2025/06/02,to-read,to-read (#276),to-read,,,,0,0
62047984,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""000853277X""","=""9780008532772""",3,3.74,William Morrow,Paperback,319,2023,2023,2025/05/31,2024/06/21,,,read,"Not a bad one at all. I have no idea how accurate it was as a depiction; it felt like a glimpse into the world of authors, and their minds and insecurities and jealousies. Some of it was a great reflection of ourselves as readers and how we judge authors too.<br/><br/>I liked the writing style, it felt realistic enough and unhinged enough that it was the author's own thoughts being expressed here, and perhaps even a confession in the mix? That's just speculation of course, I have no idea about the author themselves, I tend to do my best to avoid getting to know about the people who write the things I read. The reason being that if you dig, then at a certain point you will learn that everyone is a raging asshole scumbag, and if you try to avoid books by authors for reasons of morality around any-given-subject, you will never read anything at all. <br/><br/>It felt pretty funny to know that somewhere, an author will have read some of my scathing 1-star reviews of their books and perhaps even reread it a few times like poking at a scab, their agents telling them not to obsess over the opinions of a nothing random like me, and yet they simply cannot help it. We, the swarm that infest the online world, are not worth paying attention to, we on Goodreads, Xitter, Tumblr, Reddit, wherever we gather like vultures to a feast. Moral outrage is a manufactured industry to keep attention in social media, ultimately it's the platform owners seeking to profit, not foster useful dialogue. <br/><br/>Anyway about the book — good story, it drags a bit in the middle, and some of the brand and product name mentions felt cringy to me, IMO there should always be an effort to not name the brand, just name the device. ",,,1,0
53713206,The Great Catsby (A NOLA Tail Mystery #1),B.K. Baxter,"Baxter, B.K.",,"=""""","=""""",1,4.00,Star Key Press,Kindle Edition,206,2020,2020,2025/05/29,2025/05/26,"cozy, fiction, fantasy","cozy (#18), fiction (#315), fantasy (#318)",read,"The cat barely features at all. That was already a major tell and I should have stopped reading there. <br/><br/>Unfortunately to me, the main character was not endearing at all, she was rude, invasive, pushy, and kept justifying it since it was OK for her to be doing so, not others though. In short, a through and through asshole. The other characters came off like that too, there is nothing charming, cozy, or quaint about the town. <br/><br/>In the end even the revelation wasn't worth it.",,,1,0
35965482,"Middlegame (Alchemical Journeys, #1)",Seanan McGuire,"McGuire, Seanan",,"=""1250195519""","=""9781250195517""",0,4.01,Tor.com Publishing,Kindle Edition,492,2019,2019,,2025/05/27,to-read,to-read (#275),to-read,,,,0,0
43730499,나 혼자만 레벨 업 4 [Solo Leveling] Novel,Chugong,"Chugong, Chugong",,"=""""","=""9791170338581""",2,4.44,파피루스,Paperback,312,2017,,2019/11/09,2019/11/08,,,read,,,,2,0
16108669,Noblesse Season1. 2: the human world,Son Jae Ho,"Ho, Son Jae",Lee Gwang Su,"=""8901130130""","=""9788901130132""",0,4.39,naver,,290,,,,2014/11/18,manga,manga (#638),read,,,,1,0
19494,"The Spy Who Came In from the Cold (George Smiley, #3)",John Le Carré,"Carré, John Le",,"=""""","=""9780743442534""",3,4.09,Scribner,Paperback,212,2001,1963,2025/05/25,2025/04/12,"mystery, suspense, fiction","mystery (#67), suspense (#20), fiction (#314)",read,"Really well written spy/espionage novel. There's no action, there's a lot of talking that reveals the story and intrigues as it progresses, and it just kept me guessing about what was actually going on. There were some parts I was able to guess, second guess, third guess, (well, it took a few tries) but the interesting part was in the <i>how</i> of it. In that sense, pretty good. <br/><br/>I didn't enjoy the raging alcoholism that most characters were — they seem to consume alcohol more than water — and the creepy wish fulfillment that Liz served. Many of the characters though, seemed really interesting, each one unique in the short glimpses we got of them. <br/><br/>It helps to have a brief recap over the history of East and West Germany, as some of the names and locations do play a part. I just skimmed the Wikipedia page for <a href=""https://en.wikipedia.org/wiki/Berlin_Wall"">Berlin Wall</a>. <br/><br/>I think overall it's worth reading for the intrigue and the way it leaves you guessing until the end.",,,1,0
45171768,"Slow Train (Slim Hardy Mysteries, #4)",Jack Benton,"Benton, Jack",,"=""""","=""""",2,4.09,AMMFA Publishing,Kindle Edition,266,2019,,2025/05/25,2025/05/19,"cozy, fiction, mystery","cozy (#17), fiction (#313), mystery (#66)",read,"It seems that in order to become any kind of detective worth writing about, the detective must also be a raging alcoholic. I keep wondering why this specific trope seems to pervade all detective novels, and perhaps it's just a cheap crutch to show ""oh look, he's flawed"". Perhaps it works sometimes, but having read many novels, it's just tiresome. <br/><br/>What's more, it felt completely unnecessary; it could have been edited out and not really affected the story. If only that were the end of it, there's also a bit of creepy wish fulfillment in the form of Lia, who served little purpose. <br/><br/>But I could also, maybe, see why these elements were introduced. Without it it's a slow, methodical burn, and there would have been 'breaks' needed as the mystery just kept getting stretched and stretched. There were so many names and places to remember that I lost interest about half way through and had to slog through it, all for an unsatisfying conclusion. <br/><br/>What kept me was the location, I really like the Peak District and the Hope Valley where the story was set. There are periods of reflection and appreciation for the scenery in the area which I enjoyed. <br/><br/>Was it a coincidence.. right after this I read what should have been a separate genre at the same time, [b:The Spy Who Came In from the Cold|19494|The Spy Who Came In from the Cold (George Smiley, #3)|John Le Carré|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327719782l/19494._SY75_.jpg|1177001] and imagine my surprise when it too had another raging alcoholic and a wish fulfillment named Liz, and so the issue stuck out all the more.",,,1,0
18160995,The Wandering Earth: Classic Science Fiction Collection,Liu Cixin,"Cixin, Liu",,"=""""","=""""",5,4.21,Beijing Guomi Digital Technology,Kindle Edition,477,2013,2008,2023/04/01,2018/08/13,science-fiction,science-fiction (#223),read,"Sci-Fi short stories are a great way for authors to explore ideas without investing too much into a fully expanded world and timeline. It keeps things short and sweet, but they can't just call it 'sweet stories', and 'short and sweet stories' isn't short, so 'short stories' makes sense. Anyway it's a good insight into the author's creative mind. <br/><br/>This collection is among the best I've read in recent memory, each idea unique and revealed in detail over the course of seemingly strange events. The enjoyment I derived from it was novel, and reminded me of the first time I delighted in reading <a href=""https://www.goodreads.com/book/show/50091.The_Complete_Robot"">The Complete Robot</a>.<br/><br/>One of my favourite parts of the writing is the unique approach to characters: they are irrelevant, merely names attached to the vessels that carry out the ideas and observations and conversations. In fact I barely remember any of the names and was able to enjoy each story fully. I actually like this feature as it's a breath of fresh air in a sometimes samey landscape — to focus on some core ideas.<br/><br/>And if you pay attention you will find links between some of the stories, which is an icing on the cake (not fondant though).",,,1,0
91091,The Seeds of Time,John Wyndham,"Wyndham, John",,"=""0140013857""","=""9780140013856""",5,3.81,Penguin Books,Mass Market Paperback,222,1969,1956,2025/05/18,2025/05/14,"fiction, science-fiction, suspense","fiction (#312), science-fiction (#292), suspense (#19)",read,"Underrated IMO. The stories are simple and low key, the sci-fi part is just there without much exposition, it forms a natural part of the world in which the actual stories are focused on. I liked the simplicity of the stories. Really nice read.",,,1,0
58625312,裏世界遠足 3 山妖氣,Iori Miyazawa,"Miyazawa, Iori","宮澤 伊織, shirakaba, 御門幻流","=""6263031794""","=""9786263031791""",3,4.50,青文,ebook,296,2021,2018,2025/05/13,2024/08/25,"light-novel, cozy, isekai, mystery, paranormal, science-fiction","light-novel (#27), cozy (#16), isekai (#6), mystery (#65), paranormal (#15), science-fiction (#291)",read,,,,1,0
1361013,Strange Universe: The Weird and Wild Science of Everyday Life--on Earth and Beyond,Bob Berman,"Berman, Bob",,"=""0805075836""","=""9780805075830""",3,3.84,Holt Paperbacks,Paperback,224,2005,2004,2025/05/10,2025/05/07,"non-fiction, popular-science","non-fiction (#13), popular-science (#39)",read,"I did make an effort to like this, and the contents themselves were entertaining. It was a few things that got in the way though. <br/><br/>I don't think I've encountered a science book that makes use of the outdated imperial system. It was constantly jarring to encounter awkward numbers of inches, Fahrenheit, and pounds being quoted. <br/><br/>There's even a chapter dedicated towards pointing out standard units, but then spending most of the time justifying imperial. Which is bad enough in itself, but it makes use of a few almost (but not exactly) coincidental numbers to make it sound like an intuitive system... and this is done shortly after telling us that coincidences themselves aren't proofs at all!<br/><br/>Anyone who grows up with any bizarre system will consider it intuitive. There was really no need to waste this ink on such a pointless topic.<br/><br/>The other thing that got in the way were, let's say, some embellishments. While I'm not an expert in all areas, the ones where I did go and do further reading, I realized stories had been exaggerated or retold for entertainment and were just on the side of being wrong.",,,1,0
16278318,Armada,Ernest Cline,"Cline, Ernest",,"=""0804137250""","=""9780804137256""",1,3.56,Crown Publishing ,Hardcover,355,2015,2015,2025/05/07,2021/08/23,,,read,,,,1,0
48727813,"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,"Parker-Chan, Shelley",,"=""1250621798""","=""9781250621795""",3,3.84,Tor Books,Kindle Edition,416,2021,2021,2025/05/07,2025/05/04,"fantasy, fiction, historical-fiction, young-adult","fantasy (#317), fiction (#311), historical-fiction (#63), young-adult (#8)",read,,,,1,0
61975,"Dragonflight (Dragonriders of Pern, #1)",Anne McCaffrey,"McCaffrey, Anne",,"=""0345484266""","=""9780345484260""",0,4.08,Del Rey,Paperback,299,2005,1968,,2025/05/06,to-read,to-read (#274),to-read,,,,0,0
28962452,Revenger (Revenger #1),Alastair Reynolds,"Reynolds, Alastair",,"=""0575090537""","=""9780575090538""",0,3.82,Gollancz,Hardcover,425,2016,2016,,2025/05/02,to-read,to-read (#273),to-read,,,,0,0
32499,The Pelican Brief,John Grisham,"Grisham, John",,"=""0385339704""","=""9780385339704""",2,4.06,Delta,Paperback,400,2006,1992,2025/05/01,2025/04/30,"fiction, historical-fiction, mystery, suspense","fiction (#310), historical-fiction (#62), mystery (#64), suspense (#18)",read,"it's a legal thriller, which starts with two supreme court justice being assassinated. A law student has a theory regarding the why, which is where it all kicks off. <br/><br/>The running around and cat and mouse games weren't bad. The characters are a bit, hmm, dated. The main character Darby Shaw is actually interesting and intelligent, but the author keeps commenting on her appearance and it is kind of creepy and hasn't aged well. The romantic angles are forced and unnecessary. <br/><br/>The final conclusions are unsatisfactory, some of it makes sense but some is just a bit hand wavey.",,,1,0
231776212,The Rose Field (The Book of Dust #3),Philip Pullman,"Pullman, Philip",,"=""0241458722""","=""9780241458723""",0,4.12,Penguin and David Fickling Books,Kindle Edition,,2025,2025,,2025/04/30,to-read,to-read (#272),to-read,,,,0,0
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",0,3.91,HarperCollins Publishers Ltd,Paperback,653,2010,2009,,2025/04/29,to-read,to-read (#271),to-read,,,,0,0
56393149,"Nine O'Clock Bus To Brompton (The County Mounties, #1)",Kevin Fitzpatrick,"Fitzpatrick, Kevin",,"=""""","=""""",1,3.89,Next Chapter,Kindle Edition,266,2020,,2025/04/28,2025/04/27,"fiction, mystery, cozy","fiction (#309), mystery (#63), cozy (#15)",read,"At one point in the story, Don's wife Rosemary packs up and leaves him, scribbling a 'how could you' type message on a mirror in lipstick. When this happened, I had thought that the story, which until then was dully blundering along, was about to pick up a notch, this 'extra' layer of mystery on top of the ongoing murder investigation was unexpected. <br/><br/>Later, we learn that Rosemary had packed up and left because of some dumbass assumption she made on seeing someone Don had once had an affair with... that was; actually it wasn't even explained well at all. It turns out the drama was added for the sake of it. One of my least favourite tropes in all media is situations which could have been resolved if two people talked to each other. In this case it was vital that they did not talk to each other, or the pointless drama would never have occurred.  <br/><br/>I should have stopped reading there, but since I enjoy punishing myself so much, I carried on. <br/><br/>It seems Don has learned nothing at all as he encounters other women. But perhaps Don isn't to blame entirely, he's just a fictional character. I noticed that the author insists on describing all the women in this story in a creepy level of detail. <br/><br/>Genuinely, I don't care if the book was _set_ in the 60s, the book was _written_ in the 2000s, and this kind of treatment shouldn't be a feature.<br/><br/>The one saving grace might have been the lawyer encountered towards the last part of the book, a clever one who runs circles around everyone; sadly this lawyer is a 'she' and given the same diminishing, reductive treatment. ",,,1,0
48643567,The Doors of Eden,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""9781509865925""",4,3.87,Tor,ebook,609,2020,2020,2025/04/26,2025/04/06,"fiction, science-fiction, paranormal","fiction (#308), science-fiction (#290), paranormal (#14)",read,"This definitely falls into speculative science-fiction so it's not for everyone. There are several layers of 'what if' scenarios about parallel worlds that are woven into one overarching story. The various disparate scenarios seem disjointed, but stick around and the patience is rewarded. <br/><br/>That said, there is some patience needed. Some parts are a slog and I feel (like I do with many of this same author's books) that it could have done with some trimming down. <br/><br/>The characters are OK, but it takes too long to explain them. Some of them, like Rove, feel completely pointless. Some, like Khan, felt like a caricature - I kept thinking that Khan was what non English people think English people talk like. <br/><br/>Characters aside, the science feels really well done here, you can tell that a lot of research has gone into the various ideas to make it just speculative enough for that suspension of belief. <br/><br/>Solid 3.5 for me but some things did work in its favour. I'm glad this is a standalone book and not a needlessly stretched trilogy (I'm not a fan of the 3rd book of any of his series). Also, I really enjoyed the cat planet. Peak planet. ",,,1,0
